Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Sad,(0.4/ 1.2/ -0.9), (0.0/ 1.2/ -0.5), (0.5/ 0.1/ -0.5), (0.4/ 0.1/ -0.5), (0.5/ 1.5/ -0.6), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,24.20921
Sad,(-0.1/ 1.1/ -1.5), (-0.1/ 1.1/ -1.2), (-0.3/ 0.1/ -1.1), (-0.3/ 0.1/ -1.3), (-0.2/ 1.5/ -1.3), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,62.70878
Sad,(-0.4/ 1.1/ -1.5), (-0.3/ 1.2/ -1.3), (-0.3/ 0.1/ -1.1), (-0.5/ 0.1/ -1.2), (-0.3/ 1.5/ -1.3), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,60.63401
Sad,(-0.7/ 1.1/ -1.4), (-0.5/ 1.2/ -1.2), (-0.3/ 0.1/ -1.1), (-0.5/ 0.1/ -1.2), (-0.5/ 1.5/ -1.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,57.09939
Sad,(-0.9/ 1.1/ -1.2), (-0.7/ 1.1/ -1.2), (-0.7/ 0.1/ -0.9), (-0.5/ 0.1/ -1.2), (-0.6/ 1.4/ -1.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,49.53394
Sad,(-1.2/ 1.1/ -1.0), (-0.9/ 1.2/ -1.0), (-0.7/ 0.1/ -0.9), (-0.6/ 0.2/ -1.1), (-0.9/ 1.4/ -1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,49.90802
Sad,(-1.2/ 1.1/ -1.0), (-1.0/ 1.2/ -1.0), (-0.7/ 0.1/ -0.9), (-1.1/ 0.1/ -0.8), (-1.0/ 1.5/ -1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,53.15004
Sad,(-1.0/ 1.1/ -1.3), (-0.9/ 1.2/ -1.0), (-0.7/ 0.1/ -0.9), (-1.1/ 0.1/ -0.8), (-0.9/ 1.5/ -1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,52.21816
Sad,(-1.1/ 1.1/ -1.1), (-1.1/ 1.1/ -0.8), (-0.9/ 0.1/ -0.6), (-1.1/ 0.1/ -0.8), (-1.1/ 1.5/ -0.8), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,50.42052
Sad,(-1.0/ 1.1/ -1.1), (-1.2/ 1.1/ -0.8), (-1.0/ 0.1/ -0.5), (-1.1/ 0.1/ -0.8), (-1.1/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,53.45319
Sad,(-0.8/ 1.1/ -1.1), (-1.0/ 1.0/ -0.8), (-1.0/ 0.1/ -0.5), (-1.1/ 0.1/ -0.8), (-1.1/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,47.45387
Sad,(-0.6/ 1.1/ -1.0), (-1.0/ 1.0/ -0.7), (-1.0/ 0.1/ -0.5), (-1.1/ 0.1/ -0.8), (-1.0/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,43.4346
Sad,(-0.9/ 1.1/ -1.1), (-1.0/ 1.1/ -0.8), (-1.0/ 0.1/ -0.5), (-1.0/ 0.1/ -0.8), (-1.0/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,48.55302
Sad,(-1.3/ 1.1/ -0.9), (-1.1/ 1.1/ -0.7), (-1.0/ 0.1/ -0.5), (-1.1/ 0.1/ -0.8), (-1.1/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,53.45137
Sad,(-1.2/ 1.1/ -0.9), (-1.1/ 1.2/ -0.7), (-1.0/ 0.1/ -0.5), (-1.1/ 0.1/ -0.7), (-1.1/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,53.57254
Sad,(-1.1/ 1.1/ -1.0), (-1.1/ 1.1/ -0.7), (-1.0/ 0.1/ -0.5), (-1.1/ 0.1/ -0.7), (-1.1/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,51.98098
Sad,(-0.9/ 1.2/ -1.0), (-1.1/ 1.1/ -0.8), (-1.0/ 0.1/ -0.7), (-1.1/ 0.1/ -0.8), (-1.1/ 1.5/ -0.8), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,48.81577
Sad,(-0.7/ 1.1/ -1.1), (-1.0/ 1.1/ -1.0), (-1.0/ 0.1/ -0.7), (-1.1/ 0.1/ -0.8), (-1.0/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,47.71988
Sad,(-0.4/ 1.1/ -1.0), (-0.7/ 1.0/ -1.0), (-1.0/ 0.1/ -0.7), (-0.7/ 0.1/ -1.1), (-0.8/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,38.99529
Sad,(-0.3/ 1.1/ -1.0), (-0.6/ 1.0/ -1.1), (-1.0/ 0.1/ -0.8), (-0.6/ 0.1/ -1.2), (-0.7/ 1.5/ -1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,41.11078
Sad,(-0.2/ 1.2/ -1.2), (-0.5/ 1.0/ -1.3), (-0.7/ 0.1/ -1.0), (-0.6/ 0.1/ -1.2), (-0.6/ 1.5/ -1.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,49.80321
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Tiempo en resolver la situación: 64,4 segundos

Entre el comienzo de la clase y el desarrollo de la situación crítica el tono de voz se vio modificado un 190,8761 %
No se ha detectado ninguna palabra
